"시점","동별(1)","동별(2)",구분별(1),구분별(2),데이터
"2019 1/4","합계","용산구",세대당인구 (명),소계,2.09
"2019 1/4","합계","용산구",65세이상고령자 (명),소계,38049
"2019 1/4","합계","성동구",세대 (세대),소계,137247
"2019 1/4","합계","성동구",계 (명),소계,314608
"2019 1/4","합계","성동구",계 (명),남자,154011
"2019 1/4","합계","성동구",계 (명),여자,160597
"2019 1/4","합계","성동구",한국인 (명),소계,306404
"2019 1/4","합계","성동구",한국인 (명),남자,150287
"2019 1/4","합계","성동구",한국인 (명),여자,156117
"2019 1/4","합계","성동구",등록외국인 (명),소계,8204
"2019 1/4","합계","성동구",등록외국인 (명),남자,3724
"2019 1/4","합계","성동구",등록외국인 (명),여자,4480
"2019 1/4","합계","성동구",세대당인구 (명),소계,2.23
"2019 1/4","합계","성동구",65세이상고령자 (명),소계,43076
"2019 1/4","합계","광진구",세대 (세대),소계,163460
"2019 1/4","합계","광진구",계 (명),소계,370658
"2019 1/4","합계","광진구",계 (명),남자,179162
"2019 1/4","합계","광진구",계 (명),여자,191496
"2019 1/4","합계","광진구",한국인 (명),소계,354873
"2019 1/4","합계","광진구",한국인 (명),남자,172361
"2019 1/4","합계","광진구",한국인 (명),여자,182512
"2019 1/4","합계","광진구",등록외국인 (명),소계,15785
"2019 1/4","합계","광진구",등록외국인 (명),남자,6801
"2019 1/4","합계","광진구",등록외국인 (명),여자,8984
"2019 1/4","합계","광진구",세대당인구 (명),소계,2.17
"2019 1/4","합계","광진구",65세이상고령자 (명),소계,46288
"2019 1/4","합계","동대문구",세대 (세대),소계,162228
"2019 1/4","합계","동대문구",계 (명),소계,363262
"2019 1/4","합계","동대문구",계 (명),남자,179100
"2019 1/4","합계","동대문구",계 (명),여자,184162
"2019 1/4","합계","동대문구",한국인 (명),소계,346750
"2019 1/4","합계","동대문구",한국인 (명),남자,172784
"2019 1/4","합계","동대문구",한국인 (명),여자,173966
"2019 1/4","합계","동대문구",등록외국인 (명),소계,16512
"2019 1/4","합계","동대문구",등록외국인 (명),남자,6316
"2019 1/4","합계","동대문구",등록외국인 (명),여자,10196
"2019 1/4","합계","동대문구",세대당인구 (명),소계,2.14
"2019 1/4","합계","동대문구",65세이상고령자 (명),소계,57570
"2019 1/4","합계","중랑구",세대 (세대),소계,181182
"2019 1/4","합계","중랑구",계 (명),소계,407211
"2019 1/4","합계","중랑구",계 (명),남자,201808
"2019 1/4","합계","중랑구",계 (명),여자,205403
"2019 1/4","합계","중랑구",한국인 (명),소계,402203
"2019 1/4","합계","중랑구",한국인 (명),남자,199730
"2019 1/4","합계","중랑구",한국인 (명),여자,202473
"2019 1/4","합계","중랑구",등록외국인 (명),소계,5008
"2019 1/4","합계","중랑구",등록외국인 (명),남자,2078
"2019 1/4","합계","중랑구",등록외국인 (명),여자,2930
"2019 1/4","합계","중랑구",세대당인구 (명),소계,2.22
"2019 1/4","합계","중랑구",65세이상고령자 (명),소계,62789
"2019 1/4","합계","성북구",세대 (세대),소계,188670
"2019 1/4","합계","성북구",계 (명),소계,450021
"2019 1/4","합계","성북구",계 (명),남자,217400
"2019 1/4","합계","성북구",계 (명),여자,232621
"2019 1/4","합계","성북구",한국인 (명),소계,438245
"2019 1/4","합계","성북구",한국인 (명),남자,212830
"2019 1/4","합계","성북구",한국인 (명),여자,225415
"2019 1/4","합계","성북구",등록외국인 (명),소계,11776
"2019 1/4","합계","성북구",등록외국인 (명),남자,4570
"2019 1/4","합계","성북구",등록외국인 (명),여자,7206
"2019 1/4","합계","성북구",세대당인구 (명),소계,2.32
"2019 1/4","합계","성북구",65세이상고령자 (명),소계,68612
"2019 1/4","합계","강북구",세대 (세대),소계,143663
"2019 1/4","합계","강북구",계 (명),소계,321151
"2019 1/4","합계","강북구",계 (명),남자,156525
"2019 1/4","합계","강북구",계 (명),여자,164626
"2019 1/4","합계","강북구",한국인 (명),소계,317386
"2019 1/4","합계","강북구",한국인 (명),남자,155075
"2019 1/4","합계","강북구",한국인 (명),여자,162311
"2019 1/4","합계","강북구",등록외국인 (명),소계,3765
"2019 1/4","합계","강북구",등록외국인 (명),남자,1450
"2019 1/4","합계","강북구",등록외국인 (명),여자,2315
"2019 1/4","합계","강북구",세대당인구 (명),소계,2.21
"2019 1/4","합계","강북구",65세이상고령자 (명),소계,58858
"2019 1/4","합계","도봉구",세대 (세대),소계,138175
"2019 1/4","합계","도봉구",계 (명),소계,340089
"2019 1/4","합계","도봉구",계 (명),남자,166218
"2019 1/4","합계","도봉구",계 (명),여자,173871
"2019 1/4","합계","도봉구",한국인 (명),소계,337820
"2019 1/4","합계","도봉구",한국인 (명),남자,165314
"2019 1/4","합계","도봉구",한국인 (명),여자,172506
"2019 1/4","합계","도봉구",등록외국인 (명),소계,2269
"2019 1/4","합계","도봉구",등록외국인 (명),남자,904
"2019 1/4","합계","도봉구",등록외국인 (명),여자,1365
"2019 1/4","합계","도봉구",세대당인구 (명),소계,2.44
"2019 1/4","합계","도봉구",65세이상고령자 (명),소계,56742
"2019 1/4","합계","노원구",세대 (세대),소계,217748
"2019 1/4","합계","노원구",계 (명),소계,545486
"2019 1/4","합계","노원구",계 (명),남자,264460
"2019 1/4","합계","노원구",계 (명),여자,281026
"2019 1/4","합계","노원구",한국인 (명),소계,541174
"2019 1/4","합계","노원구",한국인 (명),남자,262593
"2019 1/4","합계","노원구",한국인 (명),여자,278581
"2019 1/4","합계","노원구",등록외국인 (명),소계,4312
"2019 1/4","합계","노원구",등록외국인 (명),남자,1867
"2019 1/4","합계","노원구",등록외국인 (명),여자,2445
"2019 1/4","합계","노원구",세대당인구 (명),소계,2.49
"2019 1/4","합계","노원구",65세이상고령자 (명),소계,78170
"2019 1/4","합계","은평구",세대 (세대),소계,206527
"2019 1/4","합계","은평구",계 (명),소계,488713
"2019 1/4","합계","은평구",계 (명),남자,235925
"2019 1/4","합계","은평구",계 (명),여자,252788
"2019 1/4","합계","은평구",한국인 (명),소계,484274
"2019 1/4","합계","은평구",한국인 (명),남자,234064
"2019 1/4","합계","은평구",한국인 (명),여자,250210
"2019 1/4","합계","은평구",등록외국인 (명),소계,4439
"2019 1/4","합계","은평구",등록외국인 (명),남자,1861
"2019 1/4","합계","은평구",등록외국인 (명),여자,2578
"2019 1/4","합계","은평구",세대당인구 (명),소계,2.34
"2019 1/4","합계","은평구",65세이상고령자 (명),소계,78406
"2019 1/4","합계","서대문구",세대 (세대),소계,139811
"2019 1/4","합계","서대문구",계 (명),소계,324604
"2019 1/4","합계","서대문구",계 (명),남자,154410
"2019 1/4","합계","서대문구",계 (명),여자,170194
"2019 1/4","합계","서대문구",한국인 (명),소계,311771
"2019 1/4","합계","서대문구",한국인 (명),남자,150103
"2019 1/4","합계","서대문구",한국인 (명),여자,161668
"2019 1/4","합계","서대문구",등록외국인 (명),소계,12833
"2019 1/4","합계","서대문구",등록외국인 (명),남자,4307
"2019 1/4","합계","서대문구",등록외국인 (명),여자,8526
"2019 1/4","합계","서대문구",세대당인구 (명),소계,2.23
"2019 1/4","합계","서대문구",65세이상고령자 (명),소계,51085
"2019 1/4","합계","마포구",세대 (세대),소계,173517
"2019 1/4","합계","마포구",계 (명),소계,386571
"2019 1/4","합계","마포구",계 (명),남자,182249
"2019 1/4","합계","마포구",계 (명),여자,204322
"2019 1/4","합계","마포구",한국인 (명),소계,375106
"2019 1/4","합계","마포구",한국인 (명),남자,177872
"2019 1/4","합계","마포구",한국인 (명),여자,197234
"2019 1/4","합계","마포구",등록외국인 (명),소계,11465
"2019 1/4","합계","마포구",등록외국인 (명),남자,4377
"2019 1/4","합계","마포구",등록외국인 (명),여자,7088
"2019 1/4","합계","마포구",세대당인구 (명),소계,2.16
"2019 1/4","합계","마포구",65세이상고령자 (명),소계,51293
"2019 1/4","합계","양천구",세대 (세대),소계,176680
"2019 1/4","합계","양천구",계 (명),소계,466622
"2019 1/4","합계","양천구",계 (명),남자,229486
"2019 1/4","합계","양천구",계 (명),여자,237136
"2019 1/4","합계","양천구",한국인 (명),소계,462599
"2019 1/4","합계","양천구",한국인 (명),남자,227678
"2019 1/4","합계","양천구",한국인 (명),여자,234921
"2019 1/4","합계","양천구",등록외국인 (명),소계,4023
"2019 1/4","합계","양천구",등록외국인 (명),남자,1808
"2019 1/4","합계","양천구",등록외국인 (명),여자,2215
"2019 1/4","합계","양천구",세대당인구 (명),소계,2.62
"2019 1/4","합계","양천구",65세이상고령자 (명),소계,58930
"2019 1/4","합계","강서구",세대 (세대),소계,260152
"2019 1/4","합계","강서구",계 (명),소계,602886
"2019 1/4","합계","강서구",계 (명),남자,292646
"2019 1/4","합계","강서구",계 (명),여자,310240
"2019 1/4","합계","강서구",한국인 (명),소계,596287
"2019 1/4","합계","강서구",한국인 (명),남자,289454
"2019 1/4","합계","강서구",한국인 (명),여자,306833
"2019 1/4","합계","강서구",등록외국인 (명),소계,6599
"2019 1/4","합계","강서구",등록외국인 (명),남자,3192
"2019 1/4","합계","강서구",등록외국인 (명),여자,3407
"2019 1/4","합계","강서구",세대당인구 (명),소계,2.29
"2019 1/4","합계","강서구",65세이상고령자 (명),소계,80903
"2019 1/4","합계","구로구",세대 (세대),소계,173585
"2019 1/4","합계","구로구",계 (명),소계,438889
"2019 1/4","합계","구로구",계 (명),남자,220013
"2019 1/4","합계","구로구",계 (명),여자,218876
"2019 1/4","합계","구로구",한국인 (명),소계,404726
"2019 1/4","합계","구로구",한국인 (명),남자,200367
"2019 1/4","합계","구로구",한국인 (명),여자,204359
"2019 1/4","합계","구로구",등록외국인 (명),소계,34163
"2019 1/4","합계","구로구",등록외국인 (명),남자,19646
"2019 1/4","합계","구로구",등록외국인 (명),여자,14517
"2019 1/4","합계","구로구",세대당인구 (명),소계,2.33
"2019 1/4","합계","구로구",65세이상고령자 (명),소계,63017
"2019 1/4","합계","금천구",세대 (세대),소계,108823
"2019 1/4","합계","금천구",계 (명),소계,254244
"2019 1/4","합계","금천구",계 (명),남자,130503
"2019 1/4","합계","금천구",계 (명),여자,123741
"2019 1/4","합계","금천구",한국인 (명),소계,233981
"2019 1/4","합계","금천구",한국인 (명),남자,118913
"2019 1/4","합계","금천구",한국인 (명),여자,115068
"2019 1/4","합계","금천구",등록외국인 (명),소계,20263
"2019 1/4","합계","금천구",등록외국인 (명),남자,11590
"2019 1/4","합계","금천구",등록외국인 (명),여자,8673
"2019 1/4","합계","금천구",세대당인구 (명),소계,2.15
"2019 1/4","합계","금천구",65세이상고령자 (명),소계,36301
"2019 1/4","합계","영등포구",세대 (세대),소계,172828
"2019 1/4","합계","영등포구",계 (명),소계,404556
"2019 1/4","합계","영등포구",계 (명),남자,203579
"2019 1/4","합계","영등포구",계 (명),여자,200977
"2019 1/4","합계","영등포구",한국인 (명),소계,368824
"2019 1/4","합계","영등포구",한국인 (명),남자,183493
"2019 1/4","합계","영등포구",한국인 (명),여자,185331
"2019 1/4","합계","영등포구",등록외국인 (명),소계,35732
"2019 1/4","합계","영등포구",등록외국인 (명),남자,20086
"2019 1/4","합계","영등포구",등록외국인 (명),여자,15646
"2019 1/4","합계","영등포구",세대당인구 (명),소계,2.13
"2019 1/4","합계","영등포구",65세이상고령자 (명),소계,56463
"2019 1/4","합계","동작구",세대 (세대),소계,179709
"2019 1/4","합계","동작구",계 (명),소계,412031
"2019 1/4","합계","동작구",계 (명),남자,199526
"2019 1/4","합계","동작구",계 (명),여자,212505
"2019 1/4","합계","동작구",한국인 (명),소계,398886
"2019 1/4","합계","동작구",한국인 (명),남자,193622
"2019 1/4","합계","동작구",한국인 (명),여자,205264
"2019 1/4","합계","동작구",등록외국인 (명),소계,13145
"2019 1/4","합계","동작구",등록외국인 (명),남자,5904
"2019 1/4","합계","동작구",등록외국인 (명),여자,7241
"2019 1/4","합계","동작구",세대당인구 (명),소계,2.22
"2019 1/4","합계","동작구",65세이상고령자 (명),소계,60462
"2019 1/4","합계","관악구",세대 (세대),소계,265360
"2019 1/4","합계","관악구",계 (명),소계,520645
"2019 1/4","합계","관악구",계 (명),남자,260919
"2019 1/4","합계","관악구",계 (명),여자,259726
"2019 1/4","합계","관악구",한국인 (명),소계,502615
"2019 1/4","합계","관악구",한국인 (명),남자,252307
"2019 1/4","합계","관악구",한국인 (명),여자,250308
"2019 1/4","합계","관악구",등록외국인 (명),소계,18030
"2019 1/4","합계","관악구",등록외국인 (명),남자,8612
"2019 1/4","합계","관악구",등록외국인 (명),여자,9418
"2019 1/4","합계","관악구",세대당인구 (명),소계,1.89
"2019 1/4","합계","관악구",65세이상고령자 (명),소계,73005
"2019 1/4","합계","서초구",세대 (세대),소계,172929
"2019 1/4","합계","서초구",계 (명),소계,437007
"2019 1/4","합계","서초구",계 (명),남자,209329
"2019 1/4","합계","서초구",계 (명),여자,227678
"2019 1/4","합계","서초구",한국인 (명),소계,432762
"2019 1/4","합계","서초구",한국인 (명),남자,207206
"2019 1/4","합계","서초구",한국인 (명),여자,225556
"2019 1/4","합계","서초구",등록외국인 (명),소계,4245
"2019 1/4","합계","서초구",등록외국인 (명),남자,2123
"2019 1/4","합계","서초구",등록외국인 (명),여자,2122
"2019 1/4","합계","서초구",세대당인구 (명),소계,2.50
"2019 1/4","합계","서초구",65세이상고령자 (명),소계,55366
"2019 1/4","합계","강남구",세대 (세대),소계,229546
"2019 1/4","합계","강남구",계 (명),소계,546875
"2019 1/4","합계","강남구",계 (명),남자,262082
"2019 1/4","합계","강남구",계 (명),여자,284793
"2019 1/4","합계","강남구",한국인 (명),소계,541854
"2019 1/4","합계","강남구",한국인 (명),남자,259510
"2019 1/4","합계","강남구",한국인 (명),여자,282344
"2019 1/4","합계","강남구",등록외국인 (명),소계,5021
"2019 1/4","합계","강남구",등록외국인 (명),남자,2572
"2019 1/4","합계","강남구",등록외국인 (명),여자,2449
"2019 1/4","합계","강남구",세대당인구 (명),소계,2.36
"2019 1/4","합계","강남구",65세이상고령자 (명),소계,68104
"2019 1/4","합계","송파구",세대 (세대),소계,276815
"2019 1/4","합계","송파구",계 (명),소계,685361
"2019 1/4","합계","송파구",계 (명),남자,332367
"2019 1/4","합계","송파구",계 (명),여자,352994
"2019 1/4","합계","송파구",한국인 (명),소계,678521
"2019 1/4","합계","송파구",한국인 (명),남자,329046
"2019 1/4","합계","송파구",한국인 (명),여자,349475
"2019 1/4","합계","송파구",등록외국인 (명),소계,6840
"2019 1/4","합계","송파구",등록외국인 (명),남자,3321
"2019 1/4","합계","송파구",등록외국인 (명),여자,3519
"2019 1/4","합계","송파구",세대당인구 (명),소계,2.45
"2019 1/4","합계","송파구",65세이상고령자 (명),소계,83492
"2019 1/4","합계","강동구",세대 (세대),소계,177140
"2019 1/4","합계","강동구",계 (명),소계,429601
"2019 1/4","합계","강동구",계 (명),남자,212389
"2019 1/4","합계","강동구",계 (명),여자,217212
"2019 1/4","합계","강동구",한국인 (명),소계,425267
"2019 1/4","합계","강동구",한국인 (명),남자,210371
"2019 1/4","합계","강동구",한국인 (명),여자,214896
"2019 1/4","합계","강동구",등록외국인 (명),소계,4334
"2019 1/4","합계","강동구",등록외국인 (명),남자,2018
"2019 1/4","합계","강동구",등록외국인 (명),여자,2316
"2019 1/4","합계","강동구",세대당인구 (명),소계,2.40
"2019 1/4","합계","강동구",65세이상고령자 (명),소계,59742
"2019 2/4","합계","소계",세대 (세대),소계,4304243
"2019 2/4","합계","소계",계 (명),소계,10041574
"2019 2/4","합계","소계",계 (명),남자,4899133
"2019 2/4","합계","소계",계 (명),여자,5142441
"2019 2/4","합계","소계",한국인 (명),소계,9757144
"2019 2/4","합계","소계",한국인 (명),남자,4762711
"2019 2/4","합계","소계",한국인 (명),여자,4994433
"2019 2/4","합계","소계",등록외국인 (명),소계,284430
"2019 2/4","합계","소계",등록외국인 (명),남자,136422
"2019 2/4","합계","소계",등록외국인 (명),여자,148008
"2019 2/4","합계","소계",세대당인구 (명),소계,2.27
"2019 2/4","합계","소계",65세이상고령자 (명),소계,1451564
"2019 2/4","합계","종로구",세대 (세대),소계,73828
"2019 2/4","합계","종로구",계 (명),소계,162413
"2019 2/4","합계","종로구",계 (명),남자,78657
"2019 2/4","합계","종로구",계 (명),여자,83756
"2019 2/4","합계","종로구",한국인 (명),소계,152026
"2019 2/4","합계","종로구",한국인 (명),남자,74190
"2019 2/4","합계","종로구",한국인 (명),여자,77836
"2019 2/4","합계","종로구",등록외국인 (명),소계,10387
"2019 2/4","합계","종로구",등록외국인 (명),남자,4467
"2019 2/4","합계","종로구",등록외국인 (명),여자,5920
"2019 2/4","합계","종로구",세대당인구 (명),소계,2.06
"2019 2/4","합계","종로구",65세이상고령자 (명),소계,27155
"2019 2/4","합계","중구",세대 (세대),소계,62156
"2019 2/4","합계","중구",계 (명),소계,136276
"2019 2/4","합계","중구",계 (명),남자,66919
"2019 2/4","합계","중구",계 (명),여자,69357
"2019 2/4","합계","중구",한국인 (명),소계,126143
"2019 2/4","합계","중구",한국인 (명),남자,62086
"2019 2/4","합계","중구",한국인 (명),여자,64057
"2019 2/4","합계","중구",등록외국인 (명),소계,10133
"2019 2/4","합계","중구",등록외국인 (명),남자,4833
"2019 2/4","합계","중구",등록외국인 (명),여자,5300
"2019 2/4","합계","중구",세대당인구 (명),소계,2.03
"2019 2/4","합계","중구",65세이상고령자 (명),소계,22749
"2019 2/4","합계","용산구",세대 (세대),소계,109692
"2019 2/4","합계","용산구",계 (명),소계,245069
"2019 2/4","합계","용산구",계 (명),남자,119507
"2019 2/4","합계","용산구",계 (명),여자,125562
"2019 2/4","합계","용산구",한국인 (명),소계,229122
"2019 2/4","합계","용산구",한국인 (명),남자,110560
"2019 2/4","합계","용산구",한국인 (명),여자,118562
"2019 2/4","합계","용산구",등록외국인 (명),소계,15947
"2019 2/4","합계","용산구",등록외국인 (명),남자,8947
"2019 2/4","합계","용산구",등록외국인 (명),여자,7000
"2019 2/4","합계","용산구",세대당인구 (명),소계,2.09
"2019 2/4","합계","용산구",65세이상고령자 (명),소계,38259
"2019 2/4","합계","성동구",세대 (세대),소계,136872
"2019 2/4","합계","성동구",계 (명),소계,312991
"2019 2/4","합계","성동구",계 (명),남자,153027
"2019 2/4","합계","성동구",계 (명),여자,159964
"2019 2/4","합계","성동구",한국인 (명),소계,304936
"2019 2/4","합계","성동구",한국인 (명),남자,149412
"2019 2/4","합계","성동구",한국인 (명),여자,155524
"2019 2/4","합계","성동구",등록외국인 (명),소계,8055
"2019 2/4","합계","성동구",등록외국인 (명),남자,3615
"2019 2/4","합계","성동구",등록외국인 (명),여자,4440
"2019 2/4","합계","성동구",세대당인구 (명),소계,2.23
"2019 2/4","합계","성동구",65세이상고령자 (명),소계,43370
"2019 2/4","합계","광진구",세대 (세대),소계,163914
"2019 2/4","합계","광진구",계 (명),소계,369470
"2019 2/4","합계","광진구",계 (명),남자,178493
"2019 2/4","합계","광진구",계 (명),여자,190977
"2019 2/4","합계","광진구",한국인 (명),소계,353878
"2019 2/4","합계","광진구",한국인 (명),남자,171800
"2019 2/4","합계","광진구",한국인 (명),여자,182078
"2019 2/4","합계","광진구",등록외국인 (명),소계,15592
"2019 2/4","합계","광진구",등록외국인 (명),남자,6693
"2019 2/4","합계","광진구",등록외국인 (명),여자,8899
"2019 2/4","합계","광진구",세대당인구 (명),소계,2.16
"2019 2/4","합계","광진구",65세이상고령자 (명),소계,46773
"2019 2/4","합계","동대문구",세대 (세대),소계,162851
"2019 2/4","합계","동대문구",계 (명),소계,363101
"2019 2/4","합계","동대문구",계 (명),남자,178840
"2019 2/4","합계","동대문구",계 (명),여자,184261
"2019 2/4","합계","동대문구",한국인 (명),소계,346501
"2019 2/4","합계","동대문구",한국인 (명),남자,172490
"2019 2/4","합계","동대문구",한국인 (명),여자,174011
"2019 2/4","합계","동대문구",등록외국인 (명),소계,16600
"2019 2/4","합계","동대문구",등록외국인 (명),남자,6350
"2019 2/4","합계","동대문구",등록외국인 (명),여자,10250
"2019 2/4","합계","동대문구",세대당인구 (명),소계,2.13
"2019 2/4","합계","동대문구",65세이상고령자 (명),소계,58078
"2019 2/4","합계","중랑구",세대 (세대),소계,181383
"2019 2/4","합계","중랑구",계 (명),소계,405639
"2019 2/4","합계","중랑구",계 (명),남자,200966
"2019 2/4","합계","중랑구",계 (명),여자,204673
"2019 2/4","합계","중랑구",한국인 (명),소계,400661
"2019 2/4","합계","중랑구",한국인 (명),남자,198906
"2019 2/4","합계","중랑구",한국인 (명),여자,201755
"2019 2/4","합계","중랑구",등록외국인 (명),소계,4978
"2019 2/4","합계","중랑구",등록외국인 (명),남자,2060
"2019 2/4","합계","중랑구",등록외국인 (명),여자,2918
"2019 2/4","합계","중랑구",세대당인구 (명),소계,2.21
"2019 2/4","합계","중랑구",65세이상고령자 (명),소계,63670
"2019 2/4","합계","성북구",세대 (세대),소계,190253
"2019 2/4","합계","성북구",계 (명),소계,452292
"2019 2/4","합계","성북구",계 (명),남자,218236
"2019 2/4","합계","성북구",계 (명),여자,234056
"2019 2/4","합계","성북구",한국인 (명),소계,440397
"2019 2/4","합계","성북구",한국인 (명),남자,213648
"2019 2/4","합계","성북구",한국인 (명),여자,226749
"2019 2/4","합계","성북구",등록외국인 (명),소계,11895
"2019 2/4","합계","성북구",등록외국인 (명),남자,4588
"2019 2/4","합계","성북구",등록외국인 (명),여자,7307
"2019 2/4","합계","성북구",세대당인구 (명),소계,2.31
"2019 2/4","합계","성북구",65세이상고령자 (명),소계,69341
"2019 2/4","합계","강북구",세대 (세대),소계,143650
"2019 2/4","합계","강북구",계 (명),소계,319377
"2019 2/4","합계","강북구",계 (명),남자,155541
"2019 2/4","합계","강북구",계 (명),여자,163836
"2019 2/4","합계","강북구",한국인 (명),소계,315587
"2019 2/4","합계","강북구",한국인 (명),남자,154101
"2019 2/4","합계","강북구",한국인 (명),여자,161486
"2019 2/4","합계","강북구",등록외국인 (명),소계,3790
"2019 2/4","합계","강북구",등록외국인 (명),남자,1440
"2019 2/4","합계","강북구",등록외국인 (명),여자,2350
"2019 2/4","합계","강북구",세대당인구 (명),소계,2.20
"2019 2/4","합계","강북구",65세이상고령자 (명),소계,59189
"2019 2/4","합계","도봉구",세대 (세대),소계,138460
"2019 2/4","합계","도봉구",계 (명),소계,339001
"2019 2/4","합계","도봉구",계 (명),남자,165652
"2019 2/4","합계","도봉구",계 (명),여자,173349
"2019 2/4","합계","도봉구",한국인 (명),소계,336698
"2019 2/4","합계","도봉구",한국인 (명),남자,164731
"2019 2/4","합계","도봉구",한국인 (명),여자,171967
"2019 2/4","합계","도봉구",등록외국인 (명),소계,2303
"2019 2/4","합계","도봉구",등록외국인 (명),남자,921
"2019 2/4","합계","도봉구",등록외국인 (명),여자,1382
"2019 2/4","합계","도봉구",세대당인구 (명),소계,2.43
"2019 2/4","합계","도봉구",65세이상고령자 (명),소계,57367
"2019 2/4","합계","노원구",세대 (세대),소계,217462
"2019 2/4","합계","노원구",계 (명),소계,542603
"2019 2/4","합계","노원구",계 (명),남자,262747
"2019 2/4","합계","노원구",계 (명),여자,279856
"2019 2/4","합계","노원구",한국인 (명),소계,538350
"2019 2/4","합계","노원구",한국인 (명),남자,260946
"2019 2/4","합계","노원구",한국인 (명),여자,277404
"2019 2/4","합계","노원구",등록외국인 (명),소계,4253
"2019 2/4","합계","노원구",등록외국인 (명),남자,1801
"2019 2/4","합계","노원구",등록외국인 (명),여자,2452
"2019 2/4","합계","노원구",세대당인구 (명),소계,2.48
"2019 2/4","합계","노원구",65세이상고령자 (명),소계,79046
"2019 2/4","합계","은평구",세대 (세대),소계,207123
"2019 2/4","합계","은평구",계 (명),소계,488285
"2019 2/4","합계","은평구",계 (명),남자,235471
"2019 2/4","합계","은평구",계 (명),여자,252814
"2019 2/4","합계","은평구",한국인 (명),소계,483730
"2019 2/4","합계","은평구",한국인 (명),남자,233566
"2019 2/4","합계","은평구",한국인 (명),여자,250164
"2019 2/4","합계","은평구",등록외국인 (명),소계,4555
"2019 2/4","합계","은평구",등록외국인 (명),남자,1905
"2019 2/4","합계","은평구",등록외국인 (명),여자,2650
"2019 2/4","합계","은평구",세대당인구 (명),소계,2.34
"2019 2/4","합계","은평구",65세이상고령자 (명),소계,79282
"2019 2/4","합계","서대문구",세대 (세대),소계,140007
"2019 2/4","합계","서대문구",계 (명),소계,324304
"2019 2/4","합계","서대문구",계 (명),남자,154066
"2019 2/4","합계","서대문구",계 (명),여자,170238
"2019 2/4","합계","서대문구",한국인 (명),소계,311215
"2019 2/4","합계","서대문구",한국인 (명),남자,149775
"2019 2/4","합계","서대문구",한국인 (명),여자,161440
"2019 2/4","합계","서대문구",등록외국인 (명),소계,13089
"2019 2/4","합계","서대문구",등록외국인 (명),남자,4291
"2019 2/4","합계","서대문구",등록외국인 (명),여자,8798
"2019 2/4","합계","서대문구",세대당인구 (명),소계,2.22
"2019 2/4","합계","서대문구",65세이상고령자 (명),소계,51367
"2019 2/4","합계","마포구",세대 (세대),소계,173845
"2019 2/4","합계","마포구",계 (명),소계,385985
"2019 2/4","합계","마포구",계 (명),남자,181757
"2019 2/4","합계","마포구",계 (명),여자,204228
"2019 2/4","합계","마포구",한국인 (명),소계,374422
